0.000148,172.16.0.69,172.16.1.201,1
0.998856,172.16.1.201,172.16.0.69,1
0.00016,172.16.0.69,172.16.1.201,1
0.999181,172.16.1.201,172.16.0.69,1
0.000163,172.16.0.69,172.16.1.201,1
0.99985,172.16.1.201,172.16.0.69,1
0.000179,172.16.0.69,172.16.1.201,1
0.999853,172.16.1.201,172.16.0.69,1
0.000134,172.16.0.69,172.16.1.201,1
0.999854,172.16.1.201,172.16.0.69,1
0.000208,172.16.0.69,172.16.1.201,1
0.999792,172.16.1.201,172.16.0.69,1
0.000212,172.16.0.69,172.16.1.201,1
0.500212,172.16.0.69,172.16.1.201,1
0.500697,172.16.0.69,172.16.1.201,1
0.500534,172.16.0.69,172.16.1.201,1
0.900534,172.16.0.69,172.16.1.201,1
0.900825,172.16.0.69,172.16.1.201,1
0.900633,172.16.0.69,172.16.1.201,1
0.316582,172.16.1.99,172.16.1.255,17
0.016753,172.16.0.51,172.16.0.134,1
0.000362,172.16.0.134,172.16.0.51,1
0.45666,192.168.11.23,172.16.1.71,17
0.742988,172.16.0.51,172.16.0.134,17
0.333335,172.16.0.51,172.16.0.134,1
0.000364,172.16.0.134,172.16.0.51,1
0.478309,192.168.11.23,172.16.1.71,17
0.352304,172.16.0.51,192.168.11.23,17
0.000013,172.16.0.51,192.168.0.228,17
0.000036,172.16.0.51,192.168.0.228,17
0.000258,192.168.11.23,172.16.0.51,17
0.000008,192.168.0.228,172.16.0.51,17
0.000013,192.168.0.228,172.16.0.51,17
0.36871,172.16.0.51,172.16.0.134,17
0.333333,172.16.0.51,172.16.0.134,1
0.000337,172.16.0.134,172.16.0.51,1
1.199673,172.16.0.51,172.16.0.134,17
0.333338,172.16.0.51,172.16.0.134,1
0.000324,172.16.0.134,172.16.0.51,1
0.700797,172.16.0.98,255.255.255.255,17
0.004779,172.16.0.1,255.255.255.255,17
0.004889,172.16.0.98,172.16.1.255,17
0.489226,172.16.0.51,172.16.0.134,17
0.274073,172.16.0.98,172.16.1.255,17
0.059256,172.16.0.51,172.16.0.134,1
0.000299,172.16.0.134,172.16.0.51,1
0.704799,172.16.0.98,172.16.1.255,17
0.494913,172.16.0.51,172.16.0.134,17
0.333333,172.16.0.51,172.16.0.134,1
0.00032,172.16.0.134,172.16.0.51,1
1.199691,172.16.0.51,172.16.0.134,17
0.333331,172.16.0.51,172.16.0.134,1
0.000354,172.16.0.134,172.16.0.51,1
1.199653,172.16.0.51,172.16.0.134,17
0.333337,172.16.0.51,172.16.0.134,1
0.000371,172.16.0.134,172.16.0.51,1
1.199644,172.16.0.51,172.16.0.134,17
0.333333,172.16.0.51,172.16.0.134,1
0.00037,172.16.0.134,172.16.0.51,1
1.199641,172.16.0.51,172.16.0.134,17
0.333334,172.16.0.51,172.16.0.134,1
0.000327,172.16.0.134,172.16.0.51,1
1.199683,172.16.0.51,172.16.0.134,17
0.333336,172.16.0.51,172.16.0.134,1
0.000317,172.16.0.134,172.16.0.51,1
1.199696,172.16.0.51,172.16.0.134,17
0.333333,172.16.0.51,172.16.0.134,1
0.000322,172.16.0.134,172.16.0.51,1
0.444385,172.16.0.49,172.16.1.255,17
0.000403,172.16.1.99,172.16.1.255,17
