0.000000000,121.7.174.29,192.168.1.104,17
0.001736000,121.7.174.29,192.168.1.104,17
0.000103000,192.168.1.104,121.7.174.29,17
0.021080000,121.7.174.29,192.168.1.104,17
0.001755000,121.7.174.29,192.168.1.104,17
0.000114000,192.168.1.104,121.7.174.29,17
0.004275000,121.7.174.29,192.168.1.104,17
0.021626000,61.3.137.147,192.168.1.104,17
0.000086000,192.168.1.104,61.3.137.147,17
0.024848000,61.3.137.147,192.168.1.104,17
0.027329000,61.3.137.147,192.168.1.104,17
0.000088000,192.168.1.104,61.3.137.147,17
0.027251000,61.3.137.147,192.168.1.104,17
0.027822000,61.3.137.147,192.168.1.104,17
0.000086000,192.168.1.104,61.3.137.147,17
0.012137000,192.168.1.104,121.7.174.29,17
0.015459000,61.3.137.147,192.168.1.104,17
0.025845000,121.7.174.29,192.168.1.104,17
0.001870000,121.7.174.29,192.168.1.104,17
0.000087000,192.168.1.104,121.7.174.29,17
0.001590000,121.7.174.29,192.168.1.104,17
0.009698000,121.7.174.29,192.168.1.104,17
0.000083000,192.168.1.104,121.7.174.29,17
0.009453000,121.7.174.29,192.168.1.104,17
0.010227000,121.7.174.29,192.168.1.104,17
0.000088000,192.168.1.104,121.7.174.29,17
0.010280000,121.7.174.29,192.168.1.104,17
0.010967000,121.7.174.29,192.168.1.104,17
0.000079000,192.168.1.104,121.7.174.29,17
0.011874000,121.7.174.29,192.168.1.104,17
0.013367000,121.7.174.29,192.168.1.104,17
0.000083000,192.168.1.104,121.7.174.29,17
0.011378000,121.7.174.29,192.168.1.104,17
0.008128000,61.3.137.147,192.168.1.104,17
0.000087000,192.168.1.104,61.3.137.147,17
0.010934000,61.3.137.147,192.168.1.104,17
0.010963000,61.3.137.147,192.168.1.104,17
0.000098000,192.168.1.104,61.3.137.147,17
0.011083000,121.7.174.29,192.168.1.104,17
0.000085000,192.168.1.104,121.7.174.29,17
0.010909000,121.7.174.29,192.168.1.104,17
0.011023000,61.3.137.147,192.168.1.104,17
0.011000000,61.3.137.147,192.168.1.104,17
0.000081000,192.168.1.104,61.3.137.147,17
0.011154000,121.7.174.29,192.168.1.104,17
0.000086000,192.168.1.104,121.7.174.29,17
0.010799000,121.7.174.29,192.168.1.104,17
0.011186000,121.7.174.29,192.168.1.104,17
0.000086000,192.168.1.104,121.7.174.29,17
0.010861000,121.7.174.29,192.168.1.104,17
0.011038000,61.3.137.147,192.168.1.104,17
0.011058000,61.3.137.147,192.168.1.104,17
0.000086000,192.168.1.104,61.3.137.147,17
0.011632000,61.3.137.147,192.168.1.104,17
0.010308000,61.3.137.147,192.168.1.104,17
0.000087000,192.168.1.104,61.3.137.147,17
0.026572000,61.3.137.147,192.168.1.104,17
0.003813000,121.7.174.29,192.168.1.104,17
0.000044000,192.168.1.104,121.7.174.29,17
0.002671000,121.7.174.29,192.168.1.104,17
0.021019000,61.3.137.147,192.168.1.104,17
0.000086000,192.168.1.104,61.3.137.147,17
0.020511000,121.7.174.29,192.168.1.104,17
0.000087000,192.168.1.104,121.7.174.29,17
0.001704000,121.7.174.29,192.168.1.104,17
0.005817000,61.3.137.147,192.168.1.104,17
0.009739000,121.7.174.29,192.168.1.104,17
0.000083000,192.168.1.104,121.7.174.29,17
0.007937000,121.7.174.29,192.168.1.104,17
0.010384000,121.7.174.29,192.168.1.104,17
0.000086000,192.168.1.104,121.7.174.29,17
0.011210000,121.7.174.29,192.168.1.104,17
0.010787000,61.3.137.147,192.168.1.104,17
0.000084000,192.168.1.104,61.3.137.147,17
0.011108000,121.7.174.29,192.168.1.104,17
0.000086000,192.168.1.104,121.7.174.29,17
0.010862000,121.7.174.29,192.168.1.104,17
0.010941000,61.3.137.147,192.168.1.104,17
0.011190000,121.7.174.29,192.168.1.104,17
0.000075000,192.168.1.104,121.7.174.29,17
0.010889000,121.7.174.29,192.168.1.104,17
0.011379000,61.3.137.147,192.168.1.104,17
0.000096000,192.168.1.104,61.3.137.147,17
0.010592000,61.3.137.147,192.168.1.104,17
0.011142000,121.7.174.29,192.168.1.104,17
0.000085000,192.168.1.104,121.7.174.29,17
0.010971000,121.7.174.29,192.168.1.104,17
0.011071000,121.7.174.29,192.168.1.104,17
0.000086000,192.168.1.104,121.7.174.29,17
0.010870000,61.3.137.147,192.168.1.104,17
0.000086000,192.168.1.104,61.3.137.147,17
0.011622000,121.7.174.29,192.168.1.104,17
0.010483000,121.7.174.29,192.168.1.104,17
0.000115000,192.168.1.104,121.7.174.29,17
0.010785000,61.3.137.147,192.168.1.104,17
